generation,individual_id,fitness,p_human,p_ai,p_mimicry,log_p_human,semantic_similarity,perplexity,semantic_penalty,perplexity_penalty,predicted_class,is_best
22,4,-3.11958694,0.05617022,0.94247955,0.00135030,-2.87936854,0.7299,1.0610,0.24021840,0.00000000,2,0
22,5,-5.13807440,0.00862807,0.99073845,0.00063355,-4.75273418,0.6573,1.0093,0.38534009,0.00000000,2,0
22,6,-4.75188017,0.01313607,0.98621285,0.00065110,-4.33239365,0.6403,1.0140,0.41948664,0.00000000,2,0
22,7,-6.41030836,0.00715211,0.99202442,0.00082339,-4.94034815,0.1150,1.0080,1.46996033,0.00000000,2,0
22,8,-4.57920742,0.01563515,0.98389822,0.00046660,-4.15823412,0.6395,1.0164,0.42097342,0.00000000,2,0
22,9,-3.25826788,0.05180643,0.94750953,0.00068405,-2.96024108,0.7010,1.0554,0.29802680,0.00000000,2,0
22,10,-4.54577541,0.01516378,0.98410296,0.00073323,-4.18884563,0.6715,1.0162,0.35692978,0.00000000,2,0
23,1,-0.57323194,0.77718425,0.22181323,0.00100249,-0.25207785,0.6894,1.2867,0.32115412,0.00000000,1,1
23,2,-1.58034980,0.26043415,0.73581874,0.00374717,-1.34540522,0.7325,1.3590,0.23494458,0.00000000,2,0
23,3,-2.92528677,0.06756327,0.93167865,0.00075813,-2.69469094,0.7347,1.0733,0.23059583,0.00000000,2,0
23,4,-0.99454856,0.48757643,0.51041645,0.00200710,-0.71830821,0.7119,1.9592,0.27624035,0.00000000,2,0
23,5,-1.02539361,0.48778072,0.51041538,0.00180389,-0.71788931,0.6962,1.9592,0.30750430,0.00000000,2,0
23,6,-2.09208918,0.16093048,0.83842045,0.00064906,-1.82678282,0.7173,1.1927,0.26530623,0.00000000,2,0
23,7,-1.99722004,0.17669505,0.82123345,0.00207152,-1.73333001,0.7181,1.2177,0.26389003,0.00000000,2,0
23,8,-1.19430280,0.37914351,0.61712056,0.00373592,-0.96984053,0.7378,1.6204,0.22446227,0.00000000,2,0
23,9,-1.05619192,0.45309508,0.54412842,0.00277651,-0.79165328,0.7177,1.8378,0.26453865,0.00000000,2,0
23,10,-1.70709896,0.23545261,0.76297975,0.00156773,-1.44624567,0.7196,1.3107,0.26085329,0.00000000,2,0
24,1,-0.57323194,0.77718425,0.22181323,0.00100249,-0.25207785,0.6894,1.2867,0.32115412,0.00000000,1,1
24,2,-2.49444461,0.11205833,0.88731897,0.00062275,-2.18873572,0.6971,1.1270,0.30570889,0.00000000,2,0
24,3,-0.70796055,0.64599138,0.34991956,0.00408902,-0.43696910,0.7145,1.5480,0.27099144,0.00000000,1,0
24,4,-2.11360312,0.17786081,0.82102865,0.00111059,-1.72675395,0.6566,1.2180,0.38684916,0.00000000,2,0
24,5,-0.89716887,0.51973301,0.47810426,0.00216278,-0.65444005,0.7286,1.9241,0.24272883,0.00000000,1,0
24,6,-1.05572140,0.43401381,0.56285203,0.00313421,-0.83467889,0.7395,1.7767,0.22104251,0.00000000,2,0
24,7,-1.36986244,0.33181447,0.66700137,0.00118421,-1.10317934,0.7167,1.4992,0.26668310,0.00000000,2,0
24,8,-2.44621730,0.13043480,0.86888933,0.00067586,-2.03688192,0.6453,1.1509,0.40933537,0.00000000,2,0
24,9,-1.70180607,0.22838281,0.77004880,0.00156840,-1.47673202,0.7375,1.2986,0.22507405,0.00000000,2,0
24,10,-1.14753819,0.41853112,0.57964242,0.00182639,-0.87100405,0.7117,1.7252,0.27653408,0.00000000,2,0
